Energy,Post,Comment,Cleaned_Comment,Token_Count,Sentiment,Sentiment_Mapped,reasons
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",biggest producer in America and Europe.... is not the biggest producer in the world....,biggest producer in America and Europe.... is not the biggest producer in the world....,16,LABEL_0,NEGATIVE,financial_constraints
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",I guess nuclear power is included for the US?,I guess nuclear power is included for the US?,10,LABEL_1,NEUTRAL,not-defined
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",No China strange that.,No China strange that.,5,LABEL_1,NEUTRAL,not-defined
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.","Remember 90 percent of all power from Newfoundland & Labrador Canada, Quebec sells to the states, without our hydroelectric power resources they would have very little and would have to rely on nuclear power or other resources. Canada is the biggest resource in the entire world if there were no contracts involved.","Remember 90 percent of all power from Newfoundland & Labrador Canada, Quebec sells to the states, without our hydroelectric power resources they would have very little and would have to rely on nuclear power or other resources. Canada is the biggest resource in the entire world if there were no contracts involved.",56,LABEL_1,NEUTRAL,financial_constraints
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",Renewable but not sustainable if one company cuts down trees to build wind energy turbines.,Renewable but not sustainable if one company cuts down trees to build wind energy turbines.,16,LABEL_0,NEGATIVE,social_resistance
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",Now do Asia and show us that all this progress is for nothing until China and India decide to play along.,Now do Asia and show us that all this progress is for nothing until China and India decide to play along.,22,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",Makes no sense at all. ,Makes no sense at all. ,6,LABEL_0,NEGATIVE,not-defined
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.","Norway is #1 in europe in waterpower plants, is that not included in this? 90% of the energy used in Norway is Waterpowerplants?","Norway is #1 in europe in waterpower plants, is that not included in this? 90% of the energy used in Norway is Waterpowerplants?",28,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.","No China?  China, today, produces one third of all the renewable energy on the planet.  That didn't happen in the last 2 years!!!!","No China?  China, today, produces one third of all the renewable energy on the planet.  That didn't happen in the last 2 years!!!!",32,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",So where is Norway? the so called mass EV countryâ€¦guess the use fossil fuels,So where is Norway? the so called mass EV countryâ€¦guess the use fossil fuels,15,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.","Is this rated output or actual output, which is usually around 25% of rated?","Is this rated output or actual output, which is usually around 25% of rated?",17,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",Hydropower not defined as renewable?,Hydropower not defined as renewable?,6,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.","US 21.5 % of electricity generation from ""renewables"" in 2023.  Wind alone was over 10%.   Solar in the US will probably pass hydroelectric late this year or sometime in 2025.  It's basically 60% coal+ng, and 40% renewables+nuclear - more NG as coal drops.","US 21.5 % of electricity generation from ""renewables"" in 2023.  Wind alone was over 10%.   Solar in the US will probably pass hydroelectric late this year or sometime in 2025.  It's basically 60% coal+ng, and 40% renewables+nuclear - more NG as coal drops.",54,LABEL_1,NEUTRAL,financial_constraints
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.","OK, USA is 2 1/2 laps ahead of every one.  Give it a break so the earth can catch up!","OK, USA is 2 1/2 laps ahead of every one.  Give it a break so the earth can catch up!",23,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",If only the US and Europe were doing their fair share,If only the US and Europe were doing their fair share,11,LABEL_1,NEUTRAL,not-defined
Wind,"The renewable energy sector is now a significant source of jobs, with rapid growth in solar and wind energy employment. In 2022, the United States is North America's largest producer of renewable energy. Germany remains a leader in European renewable energy production, strongly emphasizing wind and solar power.",How can you renew energy? Did I not pay attention in physics?,How can you renew energy? Did I not pay attention in physics?,14,LABEL_0,NEGATIVE,not-defined
Wind,"We all know wind energy is a win-win-win, but hereâ€™s a fact you might not know. Just four states account for more than half of the wind electricity generation in the United States.",Good to see progress being made in switching to alternative methods of energy production. The article demonstrates that wind power is not just theory but is very effective replacement for fossil fuels. Not only does wind power generates electricity but the economy as well. The jobs created by this technology are growing and come with higher wages.,Good to see progress being made in switching to alternative methods of energy production. The article demonstrates that wind power is not just theory but is very effective replacement for fossil fuels. Not only does wind power generates electricity but the economy as well. The jobs created by this technology are growing and come with higher wages.,61,LABEL_2,POSITIVE,financial_constraints
Wind,"We all know wind energy is a win-win-win, but hereâ€™s a fact you might not know. Just four states account for more than half of the wind electricity generation in the United States.","Wow!  I thought Wyoming and Colorado would have been in this list but way to go Texas, Iowa, Oklahoma and Kansas.","Wow!  I thought Wyoming and Colorado would have been in this list but way to go Texas, Iowa, Oklahoma and Kansas.",25,LABEL_2,POSITIVE,technological_shortcomings
Wind,"We all know wind energy is a win-win-win, but hereâ€™s a fact you might not know. Just four states account for more than half of the wind electricity generation in the United States.","Great, but what's the % of total !!!!!!!!!!!And state the variability of supply !!!!!!!","Great, but what's the % of total !!!!!!!!!!!And state the variability of supply !!!!!!!",33,LABEL_1,NEUTRAL,not-defined
Wind,"We all know wind energy is a win-win-win, but hereâ€™s a fact you might not know. Just four states account for more than half of the wind electricity generation in the United States.",Tell me after there life span    how are you going to recycle them,Tell me after there life span    how are you going to recycle them,13,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"We all know wind energy is a win-win-win, but hereâ€™s a fact you might not know. Just four states account for more than half of the wind electricity generation in the United States.","Kudos to the good people of Texas, Iowa, Oklahoma and Kansas. Ya Done Real Good Keep Going, Keep Going! ","Kudos to the good people of Texas, Iowa, Oklahoma and Kansas. Ya Done Real Good Keep Going, Keep Going! ",24,LABEL_2,POSITIVE,financial_constraints
Wind,"We all know wind energy is a win-win-win, but hereâ€™s a fact you might not know. Just four states account for more than half of the wind electricity generation in the United States.",A win-win? Not really. https://www.bloomberg.com/.../wind-turbine-blades-can-t...,A win-win? Not really. ,6,LABEL_1,NEUTRAL,not-defined
Wind,"We all know wind energy is a win-win-win, but hereâ€™s a fact you might not know. Just four states account for more than half of the wind electricity generation in the United States.",rather a wind-wind-wind,rather a wind-wind-wind,3,LABEL_1,NEUTRAL,not-defined
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","Wind energy is more than capable of supplying most of the US's electricity needs.  It's cheap, extremely green, quick to build, and they can even be placed offshore and take advantage of technology developed by the oil and gas industry.","Wind energy is more than capable of supplying most of the US's electricity needs.  It's cheap, extremely green, quick to build, and they can even be placed offshore and take advantage of technology developed by the oil and gas industry.",47,LABEL_2,POSITIVE,financial_constraints
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Great..Start with Kalifornia and New York.Prove you can do it in liberal states that drink the koolaide.They want it.Give it to them..We'll watch and learn.,Great..Start with Kalifornia and New York.Prove you can do it in liberal states that drink the koolaide.They want it.Give it to them..We'll watch and learn.,31,LABEL_2,POSITIVE,financial_constraints
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Until they can make windmills grow out of the ground it will never be close to 100% carbon free! More fake news!,Until they can make windmills grow out of the ground it will never be close to 100% carbon free! More fake news!,25,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Windmills are not renewable.  They get buried in the ground when they are no longer useful,Windmills are not renewable.  They get buried in the ground when they are no longer useful,17,LABEL_0,NEGATIVE,social_resistance
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",This green energy push is alot of hogwash. We here in the United States arent  ready to go 100%  green . When we are great but until then we should have kept our energy independence  and sold the crap out of it to help pay for this technology.  Instead our energy bills are though the roof with no sign of going down.,This green energy push is alot of hogwash. We here in the United States arent  ready to go 100%  green . When we are great but until then we should have kept our energy independence  and sold the crap out of it to help pay for this technology.  Instead our energy bills are though the roof with no sign of going down.,66,LABEL_0,NEGATIVE,financial_constraints
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Look what happened in Texas when there turbines suffered in the cold weather and thousands went without power.,Look what happened in Texas when there turbines suffered in the cold weather and thousands went without power.,19,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",What would you expect from a gov study.  If it's not in favor of the govt. they will not get anymore funding!,What would you expect from a gov study.  If it's not in favor of the govt. they will not get anymore funding!,26,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","Just remember that both solar and wind installations are required to be backed up by Natural Gas Power Plants running at nearly full capacity, so that when it becomes dark or the wind is outside the safe range and the solar power and wind power shut down, there are no blackouts.","Just remember that both solar and wind installations are required to be backed up by Natural Gas Power Plants running at nearly full capacity, so that when it becomes dark or the wind is outside the safe range and the solar power and wind power shut down, there are no blackouts.",54,LABEL_1,NEUTRAL,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Wind energy can also cause desertification due the changes of wind patterns drying the land and it is still not economical without subsidies.,Wind energy can also cause desertification due the changes of wind patterns drying the land and it is still not economical without subsidies.,24,LABEL_0,NEGATIVE,financial_constraints
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Meanwhile airlines who emit 1.4 billion tons of Co2 annually will continue to add routes and flights increasing the emissions by 20% in 2035.,Meanwhile airlines who emit 1.4 billion tons of Co2 annually will continue to add routes and flights increasing the emissions by 20% in 2035.,26,LABEL_0,NEGATIVE,financial_constraints
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","If we want to take the top off the climate catastrophe barreling towards us we need to renew tax credits for renewables, but expand those tax credits. Tragically my fellow Republicans have completely abandoned conserving the environment like Republican President Teddy Roosevelt. If we want to pass on an inheritance to our children letâ€™s strongly support those that will vote for renewing tax credits for wind, solar and geothermal energy.","If we want to take the top off the climate catastrophe barreling towards us we need to renew tax credits for renewables, but expand those tax credits. Tragically my fellow Republicans have completely abandoned conserving the environment like Republican President Teddy Roosevelt. If we want to pass on an inheritance to our children letâ€™s strongly support those that will vote for renewing tax credits for wind, solar and geothermal energy.",75,LABEL_1,NEUTRAL,financial_constraints
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","Why is it that these these media outlets always use the words could, may etc.Why do you not use the words Shall, will etc.The reason is they are not telling you the real facts about the story.","Why is it that these these media outlets always use the words could, may etc.Why do you not use the words Shall, will etc.The reason is they are not telling you the real facts about the story.",40,LABEL_0,NEGATIVE,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Remember you guys want to go all electric which means using todays demand your calculations will be way off. Also the midwest is seeing increased tornados which will play hell with windmills,Remember you guys want to go all electric which means using todays demand your calculations will be way off. Also the midwest is seeing increased tornados which will play hell with windmills,33,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Is this 1/2 of the US demand today? What will the demand be once we are forced to switch to EV?,Is this 1/2 of the US demand today? What will the demand be once we are forced to switch to EV?,23,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Theories and practicals are not the same,Theories and practicals are not the same,7,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Except one windmill at max capacity is 3 MW. A nuclear plant will generate a gigawatt so it will take 333 windmills running at max capacity 24/7 to equal 1 nuclear plant at normal capacity. Given the fact that windmills do not even come close to running at max capacity this is a pipe dream.,Except one windmill at max capacity is 3 MW. A nuclear plant will generate a gigawatt so it will take 333 windmills running at max capacity 24/7 to equal 1 nuclear plant at normal capacity. Given the fact that windmills do not even come close to running at max capacity this is a pipe dream.,58,LABEL_1,NEUTRAL,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",'Potential'....Ever look at the carbon footprint of manufacturing a wind turbine? 700 tons of coal are required to 'coke' the steel for the tower...so start doing the math. You know what happens to the bladed when they're worn out?,'Potential'....Ever look at the carbon footprint of manufacturing a wind turbine? 700 tons of coal are required to 'coke' the steel for the tower...so start doing the math. You know what happens to the bladed when they're worn out?,49,LABEL_0,NEGATIVE,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","A couple years ago Wind power provided 2.5% of the grid power, using just over 50 thousand Wind Turbines.  So, by doing the math that means we will need 20 times more or 1 Million Wind Turbines to get to 50%.  Good luck with that.","A couple years ago Wind power provided 2.5% of the grid power, using just over 50 thousand Wind Turbines.  So, by doing the math that means we will need 20 times more or 1 Million Wind Turbines to get to 50%.  Good luck with that.",52,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Itâ€™s NOT profitable. Itâ€™s subsidized and incentivized by governments of states. Otherwise there would be no massive wind power stations. Andâ€¦. when the wind is calm ?,Itâ€™s NOT profitable. Itâ€™s subsidized and incentivized by governments of states. Otherwise there would be no massive wind power stations. Andâ€¦. when the wind is calm ?,31,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",Can I expect my electric bill to drop by half???,Can I expect my electric bill to drop by half???,13,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",---Clean Power---Anyone ever think about all the pollution created in just building this so-called clean energy???  What about the hazardous waste disposing of old batteries???  What about the taxes they ain't told you about yet???  Thought about just who controls the power grids???  Ever thought about you ain't doing squat  or gettng squat unless those who wll be ruling says so???  Better think about what you support!!!,---Clean Power---Anyone ever think about all the pollution created in just building this so-called clean energy???  What about the hazardous waste disposing of old batteries???  What about the taxes they ain't told you about yet???  Thought about just who controls the power grids???  Ever thought about you ain't doing squat  or gettng squat unless those who wll be ruling says so???  Better think about what you support!!!,90,LABEL_0,NEGATIVE,financial_constraints
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","""Could"" and ""has potential"". Read: no real cost estimate based on even a hypothetical engineering design.","""Could"" and ""has potential"". Read: no real cost estimate based on even a hypothetical engineering design.",23,LABEL_1,NEUTRAL,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","According to what I have read, they are noisy eyesores. A big company in Australia failed and residents have been in court over the noise pollution.","According to what I have read, they are noisy eyesores. A big company in Australia failed and residents have been in court over the noise pollution.",29,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",these things kill more birds and insects and only work on windy days useless   They just gives the impression that  we care about the  enviroment,these things kill more birds and insects and only work on windy days useless   They just gives the impression that  we care about the  enviroment,25,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",People will support new technologies that are providing and not just hoping.,People will support new technologies that are providing and not just hoping.,13,LABEL_2,POSITIVE,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",That is not 24-7 energy as the wind doesn't blow all the time. Better stay with proven natural gas and coal.,That is not 24-7 energy as the wind doesn't blow all the time. Better stay with proven natural gas and coal.,24,LABEL_1,NEUTRAL,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","So I actually read the relevant parts. Their model of ""economic"" assumes that 1400 GW will do precisely nothing to the temporal and locational value of electricity. Also, transmission is completely ignored, mentioned 9 times in a 109 page report, 6 times in the same sentence repeated across the various summaries.","So I actually read the relevant parts. Their model of ""economic"" assumes that 1400 GW will do precisely nothing to the temporal and locational value of electricity. Also, transmission is completely ignored, mentioned 9 times in a 109 page report, 6 times in the same sentence repeated across the various summaries.",59,LABEL_0,NEGATIVE,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more",No it wonâ€™t. Do you know how much oil is in one of those things somethings Gotta keep it cool. When they leak they get oil everywhere and itâ€™s also it makes them catch on fire. Theyâ€™re an eyesore they take up a lot of land Iâ€™ve been to Europe I see what it they clear a lot of trees and put those stupid things upï¿¼,No it wonâ€™t. Do you know how much oil is in one of those things somethings Gotta keep it cool. When they leak they get oil everywhere and itâ€™s also it makes them catch on fire. Theyâ€™re an eyesore they take up a lot of land Iâ€™ve been to Europe I see what it they clear a lot of trees and put those stupid things upï¿¼,70,LABEL_0,NEGATIVE,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","Awesome! Let's just be sure we don't suffer from Texas-style regulatory laziness. We want working grids like we have in OR, CA, etc. to support this game-changing green energy tech.","Awesome! Let's just be sure we don't suffer from Texas-style regulatory laziness. We want working grids like we have in OR, CA, etc. to support this game-changing green energy tech.",38,LABEL_2,POSITIVE,infrastructure
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","Wind is free, so why is electricity expensive?","Wind is free, so why is electricity expensive?",10,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"In a gust of good news, a new National Renewable Energy Laboratory study found that U.S. distributed wind energy:   Could profitably provide nearly 1,400 gigawatts of electric generating capacity if deployed  Has the potential to provide millions of electric consumers with clean power. That means distributed wind energy can play an important role in achieving the federal governmentâ€™s goals of 100% clean electricity by 2035 and a net-zero-carbon-emission economy by 2050! â€¦ See more","Renewable energy ! The science of could of would have , should have.","Renewable energy ! The science of could of would have , should have.",14,LABEL_2,POSITIVE,technological_shortcomings
