Energy,Post,Comment,Cleaned_Comment,Token_Count,Sentiment,Sentiment_Mapped,reasons
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",A Brilliant idea!,A Brilliant idea!,4,LABEL_2,POSITIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Thats a lot of wasted land,Thats a lot of wasted land,6,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",IN LATÍN AMÉRICA THE BEST COUNTRY FOR TO LIVE AND TO VISIT ITS URUGUAY FOR HIS GEOGRAPHY HISTORY AIR WEATHER TIME NATURE SECURITY PEOPLE FOODS SPORTS CULTURES AND BEACHES.... MONTEVIDEO AND PUNTA DEL ESTE ARE THE PLACES MOST FAMOUS ABOUT URUGUAY..... THESE WEB SITES ARE FANTASTICS FOR TO SEE :   www.viajeauruguay.com www.turismo.gub.uy,IN LATÍN AMÉRICA THE BEST COUNTRY FOR TO LIVE AND TO VISIT ITS URUGUAY FOR HIS GEOGRAPHY HISTORY AIR WEATHER TIME NATURE SECURITY PEOPLE FOODS SPORTS CULTURES AND BEACHES.... MONTEVIDEO AND PUNTA DEL ESTE ARE THE PLACES MOST FAMOUS ABOUT URUGUAY..... THESE WEB SITES ARE FANTASTICS FOR TO SEE :    ,52,LABEL_2,POSITIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",All I see is the humongous area that is covered with those panels. In many areas in India people starve and they use the land for those panels. SMH,All I see is the humongous area that is covered with those panels. In many areas in India people starve and they use the land for those panels. SMH,31,LABEL_0,NEGATIVE,infrastructure
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","Hmmm, I wonder what used to live on the land now covered with panels? And what happens when the cells run out of electrons to transfer?","Hmmm, I wonder what used to live on the land now covered with panels? And what happens when the cells run out of electrons to transfer?",29,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Who paid for it?,Who paid for it?,5,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",And they now are eating Ucraine weat that didn't come...,And they now are eating Ucraine weat that didn't come...,12,LABEL_0,NEGATIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",So nothong on how the energy gets stored or about the cost/kwh in the video. You must think we are all idiots.,So nothong on how the energy gets stored or about the cost/kwh in the video. You must think we are all idiots.,24,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Moon wobble causes floods & drought. Sun activity / evolution is the cause of climate change.HUMANS CAN NOT STOP IT.,Moon wobble causes floods & drought. Sun activity / evolution is the cause of climate change.HUMANS CAN NOT STOP IT.,22,LABEL_0,NEGATIVE,social_resistance
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","Solar panels raise the earths temperature.Yes, solar panels are hot to the touch. Generally speaking, solar panels are 36 degrees Fahrenheit warmer than the ambient external air temperature. When solar panels get hot, the operating cell temperature is what increases and reduces the ability for panels to generate electricity.","Solar panels raise the earths temperature.Yes, solar panels are hot to the touch. Generally speaking, solar panels are 36 degrees Fahrenheit warmer than the ambient external air temperature. When solar panels get hot, the operating cell temperature is what increases and reduces the ability for panels to generate electricity.",55,LABEL_1,NEUTRAL,social_resistance
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",And we send them aid ?   Why ?,And we send them aid ?   Why ?,8,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","The toxic chemicals in solar panels include cadmium telluride, copper indium selenide, cadmium gallium (di)selenide, copper indium gallium (di)selenide, hexafluoroethane, lead, and polyvinyl fluoride. Additionally, silicon tetrachloride, a byproduct of producing crystalline silicon, is highly toxic.","The toxic chemicals in solar panels include cadmium telluride, copper indium selenide, cadmium gallium (di)selenide, copper indium gallium (di)selenide, hexafluoroethane, lead, and polyvinyl fluoride. Additionally, silicon tetrachloride, a byproduct of producing crystalline silicon, is highly toxic.",53,LABEL_0,NEGATIVE,social_resistance
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","Did I miss somethin""?? $9.7MIL for 7000 people is $1385/person....The gov't paying for it doesn't make it free.","Did I miss somethin""?? $9.7MIL for 7000 people is $1385/person....The gov't paying for it doesn't make it free.",27,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",I presume that those people did not need any food from that land now covered by solar panels.,I presume that those people did not need any food from that land now covered by solar panels.,19,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Could power that with 5acres with nuclear and grow a lot more food!,Could power that with 5acres with nuclear and grow a lot more food!,14,LABEL_2,POSITIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Nobody trusts you!,Nobody trusts you!,4,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Looks like to me in a lot of countries this is done where they have no natural oil or gas of their own................,Looks like to me in a lot of countries this is done where they have no natural oil or gas of their own................,24,LABEL_0,NEGATIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","Anyone with common sense sees the fallacy of solar power for 24-hour per day use.  Wind power is likewise subject to so many variables that it is totally useless except to charge batteries for backup power.  The government forces local utilities to buy ""excess electricity"" from solar panels to make the panels more affordable, but that drives up the price of electricity because the solar power is generated during the lowest power window.  We need natural gas generators for the time being, and build nuclear generators for the future. That won't happen as long as the president is suffering from dementia!","Anyone with common sense sees the fallacy of solar power for 24-hour per day use.  Wind power is likewise subject to so many variables that it is totally useless except to charge batteries for backup power.  The government forces local utilities to buy ""excess electricity"" from solar panels to make the panels more affordable, but that drives up the price of electricity because the solar power is generated during the lowest power window.  We need natural gas generators for the time being, and build nuclear generators for the future. That won't happen as long as the president is suffering from dementia!",111,LABEL_0,NEGATIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",And no trees. No oxygen.,And no trees. No oxygen.,7,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Can solar panels get recycled or do they go into a land fill after use?,Can solar panels get recycled or do they go into a land fill after use?,16,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",And exactly HOW do the solar panels provide electricity at night?? Some might think this is a LIE.,And exactly HOW do the solar panels provide electricity at night?? Some might think this is a LIE.,21,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",They now have electricity 24/7 and breathing problems.  Deforestation of acres and acres of trees will have regrettable consequences.,They now have electricity 24/7 and breathing problems.  Deforestation of acres and acres of trees will have regrettable consequences.,21,LABEL_0,NEGATIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",we have to many gopers for anything good to happen,we have to many gopers for anything good to happen,10,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","What happens at night when more than a few villages convert to grid tied solar power, say 25%, and there is no backup conventional power plants to supply the demand for power?","What happens at night when more than a few villages convert to grid tied solar power, say 25%, and there is no backup conventional power plants to supply the demand for power?",36,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"Solar Energy Corp. of India (SECI) has concluded a 1.2 GW solar and storage tender at an average price of $0.041/kWh, with Acme Solar Holdings, Hero Solar Energy, JSW Neo Energy, and Pace Digitek Infra emerging as winners. #Renewables #Energy #Technology",Seems a lot of countries are building massive solar and wind farms as its the cheapest and cleanest form of power..keep them coming,Seems a lot of countries are building massive solar and wind farms as its the cheapest and cleanest form of power..keep them coming,25,LABEL_2,POSITIVE,financial_constraints
Solar,"Solar Energy Corp. of India (SECI) has concluded a 1.2 GW solar and storage tender at an average price of $0.041/kWh, with Acme Solar Holdings, Hero Solar Energy, JSW Neo Energy, and Pace Digitek Infra emerging as winners. #Renewables #Energy #Technology","Tambora, 1815. A volcano in Indonesia blocked the sky around Earth for 2 years, forcing farmers in the USA to quit farming as nothing would grow in reduced sunlight hours. ","Tambora, 1815. A volcano in Indonesia blocked the sky around Earth for 2 years, forcing farmers in the USA to quit farming as nothing would grow in reduced sunlight hours. ",34,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"Solar Energy Corp. of India (SECI) has concluded a 1.2 GW solar and storage tender at an average price of $0.041/kWh, with Acme Solar Holdings, Hero Solar Energy, JSW Neo Energy, and Pace Digitek Infra emerging as winners. #Renewables #Energy #Technology",Great job but the people are starving to death as they have nowhere to grow crops,Great job but the people are starving to death as they have nowhere to grow crops,16,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"Solar Energy Corp. of India (SECI) has concluded a 1.2 GW solar and storage tender at an average price of $0.041/kWh, with Acme Solar Holdings, Hero Solar Energy, JSW Neo Energy, and Pace Digitek Infra emerging as winners. #Renewables #Energy #Technology",By the time the consumer gets this renewable energy it will be a lot more expensive once delivered. Renewable energy the biggest con in human history.,By the time the consumer gets this renewable energy it will be a lot more expensive once delivered. Renewable energy the biggest con in human history.,28,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"Solar Energy Corp. of India (SECI) has concluded a 1.2 GW solar and storage tender at an average price of $0.041/kWh, with Acme Solar Holdings, Hero Solar Energy, JSW Neo Energy, and Pace Digitek Infra emerging as winners. #Renewables #Energy #Technology",All that green energy crap just waste taxpayer dollars that could be used for something better,All that green energy crap just waste taxpayer dollars that could be used for something better,16,LABEL_0,NEGATIVE,not-defined
Solar,"Solar Energy Corp. of India (SECI) has concluded a 1.2 GW solar and storage tender at an average price of $0.041/kWh, with Acme Solar Holdings, Hero Solar Energy, JSW Neo Energy, and Pace Digitek Infra emerging as winners. #Renewables #Energy #Technology",us4c per kwh isnt cheap when here in NSW Australia we get au3c  per kwr for rooftop solar uploads.,us4c per kwh isnt cheap when here in NSW Australia we get au3c  per kwr for rooftop solar uploads.,20,LABEL_1,NEUTRAL,financial_constraints
Solar,"Solar Energy Corp. of India (SECI) has concluded a 1.2 GW solar and storage tender at an average price of $0.041/kWh, with Acme Solar Holdings, Hero Solar Energy, JSW Neo Energy, and Pace Digitek Infra emerging as winners. #Renewables #Energy #Technology",Look up nuetrino energy cube government doesn’t want you to know about new technologies,Look up nuetrino energy cube government doesn’t want you to know about new technologies,16,LABEL_0,NEGATIVE,technological_shortcomings
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,"If there is no Sun for a day or two, what to do? At night time?Intermittent energy supply? Fridge is working, fridge is not working? So, there must be a secondary, main source of electricity, constant supply. Solar is just additional, not a major source of energy. It is to add, not to substitute.","If there is no Sun for a day or two, what to do? At night time?Intermittent energy supply? Fridge is working, fridge is not working? So, there must be a secondary, main source of electricity, constant supply. Solar is just additional, not a major source of energy. It is to add, not to substitute.",69,LABEL_1,NEUTRAL,infrastructure
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,How long until every panel is replaced and what happens to them then,How long until every panel is replaced and what happens to them then,13,LABEL_1,NEUTRAL,technological_shortcomings
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Rump gonna be mad because we’re making sustainable clean energy for health and more reliable energy. ,Rump gonna be mad because we’re making sustainable clean energy for health and more reliable energy. ,20,LABEL_1,NEUTRAL,technological_shortcomings
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,That's great news  Renewable ernergy is the future,That's great news  Renewable ernergy is the future,9,LABEL_2,POSITIVE,not-defined
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,The brain-dead trolls on this article are truly something to behold,The brain-dead trolls on this article are truly something to behold,11,LABEL_0,NEGATIVE,not-defined
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Solar panels are contributing to global warming. Same as asphalt parking lots,Solar panels are contributing to global warming. Same as asphalt parking lots,13,LABEL_0,NEGATIVE,social_resistance
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,How much more obvious this should be in a country with Indian climate. This should be a no brainer.,How much more obvious this should be in a country with Indian climate. This should be a no brainer.,21,LABEL_1,NEUTRAL,not-defined
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Look at all the extra heat created by the solar panels ,Look at all the extra heat created by the solar panels ,11,LABEL_1,NEUTRAL,not-defined
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,"Connect with Mr Calder Barron , he's running a program that you will surely thank me later for referring you https://www.facebook.com/Calderbarron6467?mibextid=ZbWKwL","Connect with Mr Calder Barron , he's running a program that you will surely thank me later for referring you ",21,LABEL_2,POSITIVE,technological_shortcomings
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Thank you so much Mr Theodore Mason  for the huge successful profit withdrawal. I invested and I get my returns of investment from your company and this is my first time withdraw am so glad it's the best decision I have made so far. I really can't appreciate you enough for your good work of helping and changing people lives through trading. God bless you   ,Thank you so much Mr Theodore Mason  for the huge successful profit withdrawal. I invested and I get my returns of investment from your company and this is my first time withdraw am so glad it's the best decision I have made so far. I really can't appreciate you enough for your good work of helping and changing people lives through trading. God bless you   ,70,LABEL_2,POSITIVE,technological_shortcomings
Wind,The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,"The crypto market crash was a great opportunity for those who believe in crypto. Currently the bull market is on a rage and  crypto is pumping good at a rapid rate. So, if you really believe in crypto, you should be excited for the recent signs in the bear market because it'll give you a head start above others and that's why I invest with Mr Theodore Mason a crypto trade expert.","The crypto market crash was a great opportunity for those who believe in crypto. Currently the bull market is on a rage and  crypto is pumping good at a rapid rate. So, if you really believe in crypto, you should be excited for the recent signs in the bear market because it'll give you a head start above others and that's why I invest with Mr Theodore Mason a crypto trade expert.",79,LABEL_2,POSITIVE,technological_shortcomings
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,"If there is no Sun for a day or two, what to do? At night time?Intermittent energy supply? Fridge is working, fridge is not working? So, there must be a secondary, main source of electricity, constant supply. Solar is just additional, not a major source of energy. It is to add, not to substitute.","If there is no Sun for a day or two, what to do? At night time?Intermittent energy supply? Fridge is working, fridge is not working? So, there must be a secondary, main source of electricity, constant supply. Solar is just additional, not a major source of energy. It is to add, not to substitute.",69,LABEL_1,NEUTRAL,infrastructure
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,How long until every panel is replaced and what happens to them then,How long until every panel is replaced and what happens to them then,13,LABEL_1,NEUTRAL,technological_shortcomings
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Rump gonna be mad because we’re making sustainable clean energy for health and more reliable energy. ,Rump gonna be mad because we’re making sustainable clean energy for health and more reliable energy. ,20,LABEL_1,NEUTRAL,technological_shortcomings
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,That's great news  Renewable ernergy is the future,That's great news  Renewable ernergy is the future,9,LABEL_2,POSITIVE,not-defined
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,The brain-dead trolls on this article are truly something to behold,The brain-dead trolls on this article are truly something to behold,11,LABEL_0,NEGATIVE,not-defined
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Solar panels are contributing to global warming. Same as asphalt parking lots,Solar panels are contributing to global warming. Same as asphalt parking lots,13,LABEL_0,NEGATIVE,social_resistance
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,How much more obvious this should be in a country with Indian climate. This should be a no brainer.,How much more obvious this should be in a country with Indian climate. This should be a no brainer.,21,LABEL_1,NEUTRAL,not-defined
Wind,Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Look at all the extra heat created by the solar panels ,Look at all the extra heat created by the solar panels ,11,LABEL_1,NEUTRAL,not-defined
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",India has enough solar energy to extract and wind energy can also be tapped.However Indian river water which china is obstructing by blocking the flow of Bramhaputra river and other rivers must be taken into consideration and talks must be held to secure the release of water from these rivers as this water is not china's alone.More hydro electric projects must be constructed to create additional power keeping in mind the future power requirements of the country.,India has enough solar energy to extract and wind energy can also be tapped.However Indian river water which china is obstructing by blocking the flow of Bramhaputra river and other rivers must be taken into consideration and talks must be held to secure the release of water from these rivers as this water is not china's alone.More hydro electric projects must be constructed to create additional power keeping in mind the future power requirements of the country.,79,LABEL_1,NEUTRAL,financial_constraints
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Adani has already set this up and the minister is only certifying it that too after a couple of years. Indians must be ready to have extended dark nights! Monopoly is always a dignified name for extortion!,Adani has already set this up and the minister is only certifying it that too after a couple of years. Indians must be ready to have extended dark nights! Monopoly is always a dignified name for extortion!,40,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",That will be enough power to turn the lights on for one Pardesh(County-state) in India for 4 minutes a year.,That will be enough power to turn the lights on for one Pardesh(County-state) in India for 4 minutes a year.,24,LABEL_1,NEUTRAL,not-defined
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",To be lost in the ancient distribution system.,To be lost in the ancient distribution system.,9,LABEL_1,NEUTRAL,not-defined
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","Glad to see India turning towards renewables. They are currently the second largest consumer of coal for power generation (932 million tons of coal burned in coal fired power plants in 2020). To take the top off the climate crisis barreling towards us, we all need to significantly ramp up installation of renewables of all types.","Glad to see India turning towards renewables. They are currently the second largest consumer of coal for power generation (932 million tons of coal burned in coal fired power plants in 2020). To take the top off the climate crisis barreling towards us, we all need to significantly ramp up installation of renewables of all types.",62,LABEL_2,POSITIVE,financial_constraints
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","But the problem is all the benefits are probably being taken away by few parties leaving public .  25% of Karnataka capacity is served by just solar alone and around 10-15% by wind, hydro etc.","But the problem is all the benefits are probably being taken away by few parties leaving public .  25% of Karnataka capacity is served by just solar alone and around 10-15% by wind, hydro etc.",39,LABEL_0,NEGATIVE,financial_constraints
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Gujrat is getting wind power and solar power.,Gujrat is getting wind power and solar power.,9,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Thousands and thousands.  But when  ?,Thousands and thousands.  But when  ?,7,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Hope  all these wind power turbines are installed in States which are power deficit .,Hope  all these wind power turbines are installed in States which are power deficit .,15,LABEL_1,NEUTRAL,financial_constraints
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Individual houses in small cities and villages can have solar power panels in terrace of the houses.,Individual houses in small cities and villages can have solar power panels in terrace of the houses.,18,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Something like  offshore windfarms in line of Nordic nations can be considered,Something like  offshore windfarms in line of Nordic nations can be considered,12,LABEL_1,NEUTRAL,not-defined
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","Bekarar topics, no business income, only interest income ,","Bekarar topics, no business income, only interest income ,",11,LABEL_1,NEUTRAL,financial_constraints
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",India needs more for its masses and some common sense to use them.,India needs more for its masses and some common sense to use them.,14,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","Until when? Without a date, this information is pretty useless ","Until when? Without a date, this information is pretty useless ",12,LABEL_0,NEGATIVE,not-defined
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Ignore her, I can also send my son to protest provided monetary funding available. Now a day speaking negative and  blaming others has become a fashion. Really what matters is what you do to improve what has gone wrong. I can also write lectures, blog, on environment. But planting trees will be more useful","Ignore her, I can also send my son to protest provided monetary funding available. Now a day speaking negative and  blaming others has become a fashion. Really what matters is what you do to improve what has gone wrong. I can also write lectures, blog, on environment. But planting trees will be more useful",61,LABEL_1,NEUTRAL,financial_constraints
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","There  r other renewable sources like water current, tidal wave, geothermal, etc which are available round the year & per unit cost is also low. Only problem is first time investment is high. So we should harvest the energies from these too.","There  r other renewable sources like water current, tidal wave, geothermal, etc which are available round the year & per unit cost is also low. Only problem is first time investment is high. So we should harvest the energies from these too.",48,LABEL_1,NEUTRAL,financial_constraints
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Well, it is not Greta you should apologise to or condescend, is it. The woman you are thinking of is named nature. Renewable energy has advanced more than ever. But yes, coal is still important until we fix our policies, technology and willingness.","Well, it is not Greta you should apologise to or condescend, is it. The woman you are thinking of is named nature. Renewable energy has advanced more than ever. But yes, coal is still important until we fix our policies, technology and willingness.",51,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Total crap ! Renewable energy is very much a possibility. While the North and East have abundant water which can be tapped for hydro electric power, South has abundant sun shine for solar. West has a combo of wind and solar. All it needs is a change in mindset of the Government !","Total crap ! Renewable energy is very much a possibility. While the North and East have abundant water which can be tapped for hydro electric power, South has abundant sun shine for solar. West has a combo of wind and solar. All it needs is a change in mindset of the Government !",57,LABEL_1,NEUTRAL,financial_constraints
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Will she feed the billions of people if there's no employment due to lack of growth....can she stay empty stomach for only one day ?,Will she feed the billions of people if there's no employment due to lack of growth....can she stay empty stomach for only one day ?,28,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Her only activity is to go to parliament building every Friday and have a protesting photoshoot,Her only activity is to go to parliament building every Friday and have a protesting photoshoot,16,LABEL_1,NEUTRAL,not-defined
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Solar / wind power is expensive. If govt adopts this policy and in turn shifts the burden by increasing the per unit cost of electricity then the same people who are telling that wind or solar power should be used will be the first raising their voice against the government.This is the mindset of indians,Solar / wind power is expensive. If govt adopts this policy and in turn shifts the burden by increasing the per unit cost of electricity then the same people who are telling that wind or solar power should be used will be the first raising their voice against the government.This is the mindset of indians,56,LABEL_0,NEGATIVE,financial_constraints
Wind,"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",India is building hydro and more nuclear power stations,India is building hydro and more nuclear power stations,9,LABEL_1,NEUTRAL,technological_shortcomings
