Post,Comment
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.","Like your smart city, bullet train and 5 trillion economy...."
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Another day.. another  Hindu girl  become victim of love Jihad... #NikitaTomar
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Yeh jhattu sirf UP wala ko ch**ya bana sakta hai.
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",The Times of Indiahow much did they pay you to promote good things about Modi? 
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Good
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Patanjali Ghee
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Turbine theory
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.","INDIA is well on track ... but INDIANS aren’t ... modi govt is doing well , INDIANS might soon go extinct   . "
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Congratulations Modi ji....
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Nitish Ek aur Jumla 
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Good Job Modiji... !! Love you 3000
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",It's huge
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",https://thewire.in/.../india-democracy-shrinking-media-v...
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",Yeh kitna fenkta hai bro. M
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",#BREAKING attack once again on children in #Pakistan's Peshawar City.
"India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to ensuring a low carbon footprint as the world’s third largest oil consumer drives global energy demand, Prime Minister Narendra Modi said on Monday.",https://youtu.be/2WPXLcMfjwY
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"You could no more fool people, you failed India in every aspects, govt policies are anti-farmer and anti-people. No mention of MSP in new bill, tacitly they promoting their corporate friends who gave so much donation to BJP through electoral bond. Modi betrayed us all. Sold out all profit making PSUs.  Destroyed economy completely, 12 crores lost jobs, no new jobs, business houses shut down, dividing us to Hindu Muslim and winning election looting citizen, poor farmers, labours."
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Mr. PM please stop this gyan. Look at our economy condition which is worst ever. Middle class life is hit very badly. We lost our job and facing severe financial crises. It's almost 6 months since the lock-down. Your Govt has no revival plan or address financial issues faced by lower class people. Overall you have failed in all departments. Please shut the shop.
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Very good. We need to be 100 percent renewable before electric cars start making sense. 
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,2020 he said India will be super power and we are now super down. We are below our neighbours and they are using India super power 
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,What about economic goals?What about rape victim justice goals?
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"Sir your age is not permitting you to take tough decisions. Better take retirement and install some young men in that post. When you can't tackle a police commissioner in Mumbai , should we believe you can confront XI . Kindly dont destroy the hindu wave."
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Your Government Economy GDP is going low day by day and unemployment youth is increasing day by day .....
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,All his plans and proposals are always in future tense. He still believes he can fool us.
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"Yes, ur vision is amazing. Sure it will be"
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"Now, time has came to do some explosion(Great work), TOI can check the net worth of PM and expose him ...."
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Not possible by 2022. At present we are 90GW..
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,But why is the air so polluted?
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"India was on track for 5 trillion economy, 20 lakh crore aatmanirbhar bharat and many more such things also... Look where we have landed... Bhashan dene main aur kaam karne main farakh hota hain... "
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Matlab target he 2-3 saal baad ke ya 10 saal baad ke set kar do taki janta bhul jaye
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Ab to aisa ho gya hai ki agar sach bhi bolra hona to bhi jhoot hi lagega
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"Bhakts can accept your words.. In 2014, to save foreign exchange, you said that we should reduce the import of crude oil by half of requirements in the previous years.. But the fact.. We are unable to reduce and increased now.. After six years, new tasks now.. OK. OK.. try your best."
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Jhoot is a secrets of my energy... 
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"Petrol diesel price,gas subsidy,rice onion,oil price essential good price,fair of passengers etc....many are left"
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Jo b hai toda #Dombivli bhj do.
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,By 2050 .... India will be energy supplier to world  
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,lies and lies what one can expect from this original lier
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"""From 5trillion economy to 175 GW Green Energy Goal"" Modi Hai To Mumkin Hai"
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,You can fool some of the people all the time but you cannot fool all the people all the time! Abraham Lincoln
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Facebook. I'm not able to find unlike button.. I want it thousand times
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"Keep throwing long way, longer way..."
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Long leave for IT cell i guess 
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Received 15 lakhs?
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"लालटेन में पढ़ने वाले आफीसर बन गए,"
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,20 to survive karle pehle...
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,You took india on this track !! Modi hai toh mumkin haii !! Make more fool to Blind bhakt 
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,mitrooooooooooooooooooooooooo..naya leader  dhund loooooooooooooooo...ye satyagaya hai....jaldi nikalo  nahi tho bjp ko leke  dubega   
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"Like your smart city, bullet train and 5 trillion economy...."
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Another day.. another  Hindu girl  become victim of love Jihad... #NikitaTomar
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Yeh jhattu sirf UP wala ko ch**ya bana sakta hai.
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,The Times of Indiahow much did they pay you to promote good things about Modi? 
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Good
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Patanjali Ghee
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Turbine theory
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,"INDIA is well on track ... but INDIANS aren’t ... modi govt is doing well , INDIANS might soon go extinct   . "
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Congratulations Modi ji....
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Nitish Ek aur Jumla 
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Good Job Modiji... !! Love you 3000
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,It's huge
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,https://thewire.in/.../india-democracy-shrinking-media-v...
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,Yeh kitna fenkta hai bro. M
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,#BREAKING attack once again on children in #Pakistan's Peshawar City.
India on track to meet 175GW green energy goal by 2022: PMIndia News: NEW DELHI: India is well on track to meet the renewable energy target of 175 GW (gigawatt) by 2022 and will raise it to 450 GW by 2030 with a view to .,https://youtu.be/2WPXLcMfjwY
